Rank,Name,TokenType,Volume,24h%,7d%,Floor Price,Owners,Items
1109,Lucky Sloths NFT,ETH,847.54,-100.00%,74.43%,0.03,1.5K,2.7K
1110,LIT Collaboration One: Never Fear Truth,ETH,846.75,27.63%,17.93%,0.03,2.2K,1
1111,CheezeWizard,ETH,843.44,null,-11.00%,0.08,1.4K,7.9K
1112,The Goobers,ETH,843.19,-34.69%,-42.16%,0.11,4.7K,14.5K
1113,e9Art,ETH,842.36,null,null,0.05,428,1.1K
1114,Uncool Cats NFT,ETH,841.22,-67.82%,-37.45%,< 0.01,2.7K,7.0K
1115,AI42 Loops,ETH,836,70.00%,-46.61%,0.03,1.8K,5.3K
1116,Not Your Bro,ETH,834.72,24.33%,-54.32%,0.05,4.5K,10.0K
1117,VeeFriends Mini Drops,ETH,833.11,-73.72%,917.60%,1.7,677,1.7K
1118,All that Remains,ETH,830.31,-36.43%,-56.91%,0.44,327,8
1119,CryptoMutts,ETH,828.35,141.12%,122.18%,0.03,2.2K,10.0K
1120,Apymon Revolution,ETH,827.75,null,-86.76%,0.01,1.5K,6.4K
1121,Bitz,ETH,827.3,204.40%,146.87%,0.5,610,1.0K
1122,Just bricks,ETH,825.55,null,-100.00%,0.4,267,500
1123,GEMMA BY TRISTAN EATON,ETH,825.24,-69.89%,20.06%,0.11,2.7K,5.0K
1124,Angry Boars,ETH,824.63,-77.08%,-6.60%,0.03,3.5K,10.0K
1125,3DPunks,ETH,823.56,null,null,2,65,100
1126,COSMIC COWGIRLS: NFT,ETH,821.4,25.59%,-58.21%,0.02,3.4K,7.0K
1127,Riot Racers Cars,ETH,821.3,-90.95%,-35.18%,0.06,1.5K,6.8K
1128,Crypts and Caverns,ETH,821.02,-35.01%,80.40%,0.19,1.3K,8.8K
1129,Defaced 'N' Friends,ETH,819.79,null,150.00%,---,67,100
1130,BOOMGALA_Official,ETH,816.48,-14.72%,-18.90%,0.19,2.3K,6.1K
1131,Phancy Pets,ETH,816.46,-74.75%,183.78%,0.12,3.7K,7.6K
1132,Robopets,ETH,815.29,492.16%,24.71%,0.13,4.0K,8.0K
1133,Blocky Doge,ETH,813.94,-100.00%,null,3,81,100
1134,NFT Gurus,ETH,812.17,-51.23%,-4.50%,0.03,4.4K,7.8K
1135,VoxoDeus,ETH,810.74,-100.00%,-87.48%,0.1,1.7K,6.3K
1136,Land DAO,ETH,810.4,null,-32.58%,0.4,127,256
1137,Roborovski NFT Collection by SYA Concept,ETH,810.17,-29.31%,-55.06%,0.04,4.7K,7.8K
1138,omgkirby Genesis,ETH,808.98,-86.33%,-28.99%,0.08,1.7K,3.0K
1139,Coalition Crew 2.0,ETH,807.64,-26.27%,-41.85%,0.74,1.3K,4.0K
1140,Tropical Turtles,ETH,807.29,-90.45%,535.25%,0.02,759,1.5K
1141,Riot Girls,ETH,806.81,224.39%,-91.51%,0.28,497,666
1142,WE ARE THE OUTKAST,ETH,805.05,37.07%,-47.83%,0.02,3.1K,10.0K
1143,OpenDAO Genesis Membership,ETH,804.86,128.39%,0.49%,0.03,3.7K,4
1144,Formulae by Shvembldr,ETH,803.05,null,null,---,134,180
1145,Hackatao,ETH,803.04,null,-100.00%,3.99,166,359
1146,WoW Pixies Official,ETH,802.91,101.85%,-81.35%,0.16,2.1K,5.6K
1147,Goat Soup by Andy Milonakis,ETH,801.77,-69.26%,325.42%,0.13,2.1K,3.7K
1148,The Walking Dead: Empires,ETH,801.03,-41.92%,121.34%,0.14,1.9K,14
1149,Color Study by Jeff Davis,ETH,800.37,null,-68.00%,0.45,420,2.0K
1150,Blockchain Bandits Official,ETH,799.37,559.57%,-83.02%,0.25,2.0K,3.3K
1151,RyzenLabs,ETH,799.35,238.44%,8.99%,---,205,4
1152,Blockverse MC,ETH,797.76,null,-77.08%,< 0.01,4.6K,10.0K
1153,The Last Supper Official,ETH,796.74,-71.05%,-11.21%,0.02,4.8K,8.9K
1154,KPOPCTzen_Official,ETH,794.23,68.69%,-13.39%,0.27,4.2K,8.9K
1155,The Dreamers,ETH,794.19,205.89%,146.31%,0.07,4.2K,14.1K
1156,Jake's World Editions,ETH,790.2,null,-95.16%,---,229,12
1157,Lysergic Labs Shroomz,ETH,789.62,200.00%,-75.34%,0.01,3.2K,8.6K
1158,Explosion of Color by AIIV,ETH,789.61,null,-100.00%,---,73,100
1159,Internet Game Token,ETH,789.3,-9.19%,23.92%,0.08,1.1K,8.0K
1160,Pukenza,ETH,789.25,6.58%,216.51%,0.07,3.6K,8.0K
1161,CrypToad Punks,ETH,788.12,-88.21%,-36.50%,0.03,2.1K,7.0K
1162,Grassetti's OS Collection,ETH,786.17,-39.57%,156.12%,0.45,438,13
1163,In the Extra Dimensions There Also Exist Bodhisattvas,ETH,786,null,null,---,87,93
1164,Alpaca City,ETH,785.55,null,-41.74%,< 0.01,1.9K,25.4K
1165,Planktoons,ETH,783.61,69.93%,-58.29%,0.03,2.5K,4.4K
1166,Christie's x OpenSea,ETH,783,null,null,---,1,1
1167,Cxllabs,ETH,782.59,7745.69%,1036.64%,0.24,469,8
1168,Stryking,ETH,782.46,null,null,---,28,240
1169,Role for Metaverse,ETH,781.24,null,null,< 0.01,2.6K,9.8K
1170,MurMur Cats,ETH,779.81,47.56%,-0.63%,2.08,478,758
1171,The NFTeams,ETH,779.38,184.65%,5.52%,0.12,2.1K,10.0K
1172,Ethereans Official,ETH,778.43,-81.01%,97.16%,0.04,2.7K,11.0K
1173,Alpha Elementary,ETH,773.08,-76.31%,-27.78%,0.07,1.1K,3.0K
1174,Ciphersquares Official,ETH,771.77,null,93.91%,0.02,1.2K,3.6K
1175,Pudgy Presents,ETH,771.59,null,50.46%,0.03,3.5K,7.4K
1176,Malachite,ETH,769.37,null,null,---,67,140
1177,Feline Fiendz NFT,ETH,767.21,-28.35%,-76.77%,0.03,4.0K,7.8K
1178,Bud Light N3XT Collection,ETH,766.91,170.51%,-63.96%,0.03,5.5K,12.6K
1179,Mad Dog Jones,ETH,763.04,-100.00%,13.04%,1.5,347,1.7K
1180,Spookies NFT,ETH,762.16,-18.75%,-16.59%,0.01,2.7K,8.9K
1181,WhaleTogether,ETH,762.1,-2.12%,-14.48%,0.06,5.0K,7.8K
1182,0xUniverse: Galaxy Home (Ethereum),ETH,761.87,null,-99.22%,< 0.01,10.7K,403.0K
1183,Kawaii Skull,ETH,761.72,-36.56%,13.51%,0.02,4.1K,10.0K
1184,Strong Ape Club,ETH,759.57,-100.00%,64.07%,< 0.01,2.3K,5.0K
1185,GNSS Art by MGXS,ETH,758.76,-54.89%,null,0.44,2.9K,5.9K
1186,Superfuzz The Good Guys,ETH,753.83,-27.50%,-81.54%,0.01,3.3K,7.6K
1187,ONES ART Live,ETH,753.11,null,null,---,952,269
1188,Creepy Creams: Mecha Melters,ETH,752.9,-15.88%,-48.16%,0.03,2.4K,6.0K
1189,PixelDoges,ETH,751.82,null,64.91%,< 0.01,3.0K,5.6K
1190,Project Ririsu,ETH,750.19,43.54%,-55.59%,0.03,2.4K,5.6K
1191,Ethermonkeys,ETH,747.74,null,-25.96%,< 0.01,2.4K,10.0K
1192,CrazySkullzNFT,ETH,746.99,-88.33%,-51.41%,0.07,2.9K,10.0K
1193,ElectroPixelKongz,KLAY,"1,960,637.07",2269.57%,37.51%,130,1.8K,9.9K
1194,Meta Joseon,ETH,745.41,100.00%,-71.79%,0.02,1.3K,3.5K
1195,Doki Doki,ETH,744.95,475.76%,113.38%,< 0.01,1.9K,591
1196,Space Yetis Official,ETH,743.37,-63.45%,-40.33%,0.07,977,3.3K
1197,The Metapreneurs,ETH,741.21,120.38%,-29.54%,0.09,5.7K,11.1K
1198,Rollbots,ETH,740.8,-18.34%,2004.91%,0.95,83,10.0K
1199,1337 Council,ETH,739.85,9.09%,-79.44%,0.06,681,1.3K
1200,Voyagers: Unknown Genesis,ETH,739.27,-26.42%,189.97%,0.25,1.2K,2.1K
1201,Golden State Warriors Legacy Collection,ETH,739.13,null,null,---,98,343
1202,Dot Matrix Gradient Study by Jake Rockland,ETH,738.3,null,null,0.12,375,540
1203,Lumps World,ETH,736.66,null,-9.49%,0.7,277,500
1204,Holy Cows,ETH,735.37,1306.67%,-51.54%,0.02,1.9K,5.0K
1205,CryptoZombiez NFT,ETH,733.69,248.29%,6.35%,0.03,835,5.6K
1206,Colonists,ETH,729.12,49.41%,-21.99%,0.07,5.7K,25.0K
1207,Rings Genesis by Nick Kuder,ETH,727.94,null,null,---,48,65
1208,Dreamloops,ETH,727.64,1866.62%,1.83%,0.04,1.9K,9.5K
1209,The Modz,ETH,727.39,-20.22%,-27.78%,0.03,2.6K,5.6K
1210,Stake DAO NFTs,ETH,725.21,null,-37.85%,0.9,327,648
1211,GRILLZ GANG OG BADGE,ETH,724.78,null,65.82%,0.47,424,555
1212,RELI3F UKR,ETH,722.28,38.89%,37.18%,0.01,4.0K,37
1213,Emotes by Heart You,ETH,722.15,-71.25%,220.58%,0.33,1.1K,1.4K
1214,Haylos,ETH,722.02,-100.00%,100.00%,0.08,255,278
1215,VR Future Genesis,ETH,718.35,56.47%,-79.61%,0.02,2.8K,7.8K
1216,ApeIn.Finance Shop,ETH,717.88,null,null,0.2,345,9
1217,Asemica by Emily Edelman - Dima Ofman - Andrew Badr,ETH,717.25,208.70%,341.10%,0.28,579,980
1218,Super Geisha,ETH,715.04,137.95%,18.68%,0.04,2.0K,6.8K
1219,Pathfinders by luxpris,ETH,714.48,null,null,0.23,501,1.0K
1220,Voiceverse - Origins,ETH,713.87,56.63%,126.51%,0.05,2.7K,8.9K
1221,Apes Of Space,ETH,713.67,-44.26%,27.80%,0.04,5.2K,10.0K
1222,Infinites IRL,ETH,713.29,-44.58%,248.93%,0.25,437,993
1223,Approving Bone,ETH,712.98,null,300.57%,---,317,362
1224,ETH TOWN,ETH,712.39,-100.00%,-69.90%,0.03,4.2K,11.5K
1225,The Ninja Hideout,ETH,711.89,282.62%,4.38%,0.01,3.4K,8.9K
1226,Lostboy NFT,ETH,711.21,-16.43%,-48.39%,0.08,3.5K,10.0K
1227,Reactor Motors Sale,ETH,710.08,null,null,---,1,1
1228,EtherGals,ETH,708.89,-100.00%,-96.24%,0.01,2.3K,5.5K
1229,Z-Huge,ETH,708.78,-100.00%,null,0.17,290,512
1230,Alfa Pass,ETH,707.75,357.14%,-3.58%,0.3,1.9K,2.5K
1231,Artvatars,ETH,706.33,-100.00%,94.13%,0.1,1.6K,6.7K
1232,Space Capsules,ETH,705.9,-36.99%,-2.97%,0.03,1.0K,8.9K
1233,Meemos World,ETH,705.74,-46.41%,-62.77%,0.02,2.9K,6.7K
1234,Curse NFT Tickets,ETH,705.42,null,-100.00%,0.03,520,1.0K
1235,Dario De Siena Digital,ETH,705.26,-100.00%,1025.71%,---,753,59
1236,Kindergarten BabyApes (KBA),ETH,705.09,-71.44%,23.91%,0.02,5.5K,10.0K
1237,Spiral Frequencies,ETH,704.13,221.45%,-14.58%,0.08,3.3K,6.3K
1238,Ode to Roy by artplusbrad,ETH,703.95,-100.00%,null,0.2,468,906
1239,META CATS V1,KLAY,"1,843,955.04",358.23%,-8.89%,29,1.4K,10.0K
1240,CryptoTrex_old,ETH,701.36,null,-100.00%,---,155,1.1K
1241,The Degenaissance,ETH,700.02,312.07%,-47.76%,0.28,2.3K,2.5K
1242,Monarchs.Art,ETH,699.86,-100.00%,-0.57%,0.26,601,888
1243,TinyPaws,ETH,699.5,160.00%,-18.51%,< 0.01,2.4K,5.4K
1244,Katabolicz Genesis,ETH,698.74,-100.00%,50.07%,0.67,733,888
1245,Yakuza Inc. Official,ETH,698.66,-68.59%,18.07%,0.11,1.8K,3.2K
1246,Dogs Unchained - Proof of Steak,ETH,698.23,null,null,---,759,1.4K
1247,HAPE : EXODUS,ETH,697.98,93.72%,-73.48%,< 0.01,3.9K,7.5K
1248,Lazy Bunny NFT,ETH,697.18,-42.74%,-42.14%,0.1,3.2K,5.6K
1249,BroadcastersNFT,ETH,695.89,-47.34%,153.24%,0.02,2.5K,7.8K
1250,CryptoMotors,ETH,695.73,null,-100.00%,1.29,248,557
1251,pxMythics Genesis,ETH,693.04,-100.00%,null,0.04,758,1.1K
1252,V3 Punks,ETH,692.77,84.85%,-69.75%,0.02,2.1K,10.0K
1253,"Bobu, the Bean Farmer",ETH,690.44,11.16%,-80.00%,0.05,14.7K,1
1254,Artificial Intelligence Club (Genesis),ETH,690.18,null,-47.09%,2.9,280,314
1255,Ethalien,ETH,690.16,-80.21%,39.91%,0.12,1.9K,7.5K
1256,From the Fragments of Tezuka Osamu - Generative Art,ETH,688.26,null,-31.36%,0.07,1.7K,3.0K
1257,AV Yacht Club,ETH,686.85,-47.46%,68.16%,0.1,2.4K,10.0K
1258,Crypto stamp,ETH,686.11,null,-57.89%,< 0.01,153.2K,178.1K
1259,Artifex,ETH,685.2,null,-17.38%,0.1,709,3.4K
1260,Chains NFT,ETH,684.71,42.07%,-55.15%,0.07,3.2K,10.0K
1261,Cosmic Reef by Leo Villareal,ETH,681.74,-100.00%,-67.66%,1,379,1.0K
1262,Bored Ape Comic,ETH,679.77,-9.94%,161.31%,0.02,2.7K,10.0K
1263,SpaceBoysNFT,ETH,679.64,77.78%,-43.17%,0.01,4.6K,8.9K
1264,the pixels inc,ETH,679.26,-100.00%,-65.94%,0.04,1.9K,5.1K
1265,AngelsDevilsNFT,ETH,674.44,-55.21%,-61.15%,0.08,2.6K,10.0K
1266,The Cryptoids,ETH,674.22,31.20%,-51.31%,0.54,797,1.0K
1267,The SURF Shop,ETH,671.43,null,-100.00%,---,73,100
1268,BearsOnTheBlock,ETH,670.76,-33.33%,174.98%,0.02,3.3K,9.5K
1269,Galaxy-Warriors,ETH,670.19,82.09%,122.31%,0.06,4.0K,10.0K
1270,ZenAcademy,ETH,669.98,53.30%,43.27%,0.2,5.2K,2
1271,Bitmates,ETH,669.85,-27.18%,1.46%,0.1,2.0K,10.0K
1272,Hashes,ETH,669.65,null,null,< 0.01,2.2K,4.0K
1273,Ether Bananas V1,ETH,668.33,null,null,0.02,211,750
1274,Wizard Pass Official,ETH,668.14,17.51%,-89.69%,0.26,1.9K,1
1275,Roo Troop,ETH,667.38,-76.81%,349.57%,0.22,2.4K,5.5K
1276,Dark Horizon,ETH,666.6,133.33%,-72.99%,0.02,2.8K,8.7K
1277,NEKO Official,ETH,664.38,-68.11%,-68.39%,0.03,2.5K,7.7K
1278,Billionaire Coyote Cartel,ETH,664.35,-100.00%,-12.13%,0.3,255,2.2K
1279,Ash Chapter One: Carbon,ETH,662.22,null,-82.12%,4.6,711,834
1280,[Treasures Club] MASTERS,KLAY,"1,735,085.29",-73.55%,172.96%,165,1.4K,16.4K
1281,Gener8tive K-Compositions,ETH,659.28,null,-100.00%,---,130,250
1282,Philosophical Foxes,ETH,658.53,91.30%,-14.46%,0.22,705,1.4K
1283,Gorilla Nemesis,ETH,657.45,null,18.48%,0.03,1.3K,5.0K
1284,The CryptoCards Collection (2018),ETH,657.32,76.14%,-48.97%,0.12,1.4K,64
1285,Ultra Miners,ETH,656.27,53.43%,-32.22%,0.59,2.1K,4.4K
1286,TheDiamondHands,ETH,656.17,-100.00%,-11.76%,0.02,2.4K,11.1K
1287,Pussy Riot ACAB,ETH,655.73,null,110.71%,0.5,311,333
1288,ACK Unique Editions / 1 of 1's,ETH,655.33,null,-100.00%,---,41,57
1289,Untamed Elephants,ETH,654.58,90.00%,35.06%,0.02,3.1K,7.5K
1290,CryptoApes Official,ETH,653.37,-82.44%,-15.34%,0.04,2.2K,7.0K
1291,A0K1VERSE Credits,ETH,652.12,-57.09%,71.44%,0.09,1.7K,1
1292,Kolectiv,ETH,651.48,null,36.71%,0.1,426,833
1293,Look Labs 420 Buds,ETH,651.12,-26.81%,38.84%,0.24,862,19.6K
1294,Genesis Blocks Art,ETH,649.95,null,102.85%,0.03,1.2K,2.5K
1295,Spider Tanks,ETH,647.48,-86.89%,-44.72%,0.02,6.3K,53
1296,Persona Lamps,ETH,646.93,-38.80%,-51.90%,0.05,1.4K,4.4K
1297,GRAYCRAFT2,ETH,644.3,457.69%,52.02%,0.24,1.6K,5.2K
1298,Mutant Anatomy Science Ape Club,ETH,643.25,62.45%,20.12%,0.01,5.8K,16.0K
1299,Dizzy Dragons,ETH,642.95,-100.00%,60.91%,0.04,2.1K,5.6K
1300,Holy Heroes,ETH,642.61,45.83%,-39.89%,0.12,1.5K,3.3K
1301,BillionaireZombiesClub,ETH,640.87,164.46%,-36.20%,0.03,3.5K,10.0K
1302,Dropspace Mint Tickets,ETH,640.69,null,-100.00%,0.23,253,350
1303,Toshimon,ETH,639.15,null,-100.00%,< 0.01,1.5K,332
1304,Derage,ETH,638.47,-10.52%,-25.14%,0.04,1.5K,4.2K
1305,The CryptoMoms,ETH,638.36,115.97%,-43.44%,0.08,6.4K,8.8K
1306,autoRAD by sgt_slaughtermelon & Tartaria Archivist,ETH,633.64,null,114.29%,0.1,620,1.0K
1307,Choadz,ETH,632.83,-98.65%,594.18%,0.01,2.3K,4.9K
1308,Klapes,KLAY,"1,662,068.05",-28.37%,153.76%,359,553,5.0K
1309,Justin Aversano - Twin Flames - Cyanotype Collection,ETH,632.13,null,null,1370,10,10
1310,Mad Cat Militia Cattery,ETH,632,null,null,---,1,3
1311,J. Pierce & Friends,ETH,631.99,57.16%,81.57%,0.03,2.0K,4.0K
1312,Sora's Dreamworld,ETH,631.92,-53.51%,2.82%,< 0.01,3.7K,10.0K
1313,KnightStory,ETH,631.76,null,-100.00%,< 0.01,6.2K,13.3K
1314,Grailers,ETH,629.48,null,115.45%,1.4,420,909
1315,Beanbag Frens,ETH,628.95,-73.93%,-68.48%,0.03,3.5K,7.8K
1316,StripperVille NFTs,ETH,628.21,-100.00%,16.88%,0.1,839,3.0K
1317,MetaZoo Games Tokens,ETH,625.12,null,-39.43%,0.4,1.1K,2.3K
1318,Adventure Cards,ETH,624.46,null,717.71%,0.04,1.7K,4.9K
1319,Wonder: Shawn Mendes x Genies,ETH,624.41,-100.00%,7374.00%,---,276,7
1320,Lost Souls Sanctuary,ETH,623.58,456.36%,-24.40%,0.03,1.9K,10.0K
1321,Pop Wonder World,ETH,622.23,null,-100.00%,27.89,34,40
1322,Letters to My Future Self by Ryan Struhl,ETH,622.13,null,100.00%,0.16,575,1.0K
1323,Ethermore,ETH,621.51,-100.00%,18.54%,< 0.01,2.9K,15.0K
1324,Project Galaxy NFT,ETH,620.77,-15.05%,3296.04%,0.02,13.5K,28.3K
1325,HASH by POB,ETH,620.54,-100.00%,-49.78%,0.03,2.4K,6.6K
1326,GLEWME CITY,ETH,620.41,625.68%,209.88%,0.08,453,2.8K
1327,MindFulls,ETH,619.14,-64.44%,3.96%,0.09,540,1.1K
1328,Wave Catchers Official,ETH,618.84,-0.73%,-73.81%,0.2,960,3.3K
1329,Forgotten Ethereal Worlds,ETH,618.75,null,136.75%,6.25,335,345
1330,renaissance-nft,KLAY,"1,625,071.45",17.00%,-57.21%,399,759,3.1K
1331,Kevin Punks,ETH,615.7,918.88%,-45.80%,0.18,272,555
1332,MarbleCards,ETH,615.25,7146.67%,1424.50%,< 0.01,9.9K,244.9K
1333,Torn Maps,ETH,615.06,null,-100.00%,< 0.01,1.1K,9.8K
1334,Space Game - Marines & Aliens,ETH,614.46,9.74%,-45.90%,< 0.01,804,28.0K
1335,Saconi Holmovimiento,ETH,614.36,-100.00%,null,---,463,2.0K
1336,POW NFT,ETH,614.11,-100.00%,-64.24%,0.03,1.7K,5.9K
1337,EtherTulips (Legacy),ETH,612.47,null,-100.00%,0.17,1.0K,7.3K
1338,MONGS NFT,ETH,611.48,316.97%,-19.96%,0.04,1.6K,7.0K
1339,Sneaky Bat Syndicate,ETH,611.46,-30.29%,3.40%,0.11,1.4K,8.3K
1340,Jordi Molla - Masks,ETH,611.2,-100.00%,-46.89%,0.03,2.2K,6.7K
1341,Non Fungible Frens,ETH,610.95,null,null,0.07,378,1.0K
1342,Ashley Longshore Roar - Genesis NFT,ETH,608.53,-100.00%,-84.87%,0.09,378,862
1343,Barn Owlz,ETH,607.59,2072.70%,300.53%,0.08,1.3K,3.0K
1344,findbalance,ETH,607.23,-2.36%,-27.24%,0.24,823,14
1345,Skullx: Aeons,ETH,607.21,null,-31.15%,0.08,740,2.0K
1346,FudFarm,ETH,607.12,null,null,---,960,7.8K
1347,Dreaming Doge,ETH,606.11,120.46%,-61.40%,0.08,533,16
1348,Hor1zon Troopers,ETH,606.04,58.14%,-25.92%,0.01,4.0K,7.0K
1349,Broskees NFTs,ETH,605.03,13.97%,null,0.22,1.4K,1.7K
1350,FULL SEND X Alien Frens Official,ETH,604.54,-69.13%,-22.96%,0.27,867,1.0K
1351,Land DAO Genesis,ETH,602.66,null,210.08%,---,414,1.5K
1352,DI Animals,ETH,601.03,240.36%,-50.79%,0.03,3.6K,8.9K
1353,Unknown Signals by k0ch,ETH,600.91,null,null,---,682,1.0K
1354,Lazy Lions Bungalows,ETH,600.8,85.00%,-10.39%,0.06,4.6K,10.3K
1355,The Wild Bunch Official,ETH,600.12,20.72%,46.83%,0.13,1.6K,4.0K
1356,MetaTravelers: Nibiru,ETH,600.01,5.85%,-52.80%,0.03,3.0K,7.8K
1357,Metaclubbers,ETH,599.45,112.49%,205.36%,0.1,3.6K,6.0K
1358,Wes Henry,ETH,598.16,-100.00%,-7.21%,0.3,328,85
1359,Tie Dye Ninjas,ETH,597.84,272.48%,88.14%,0.05,3.0K,7.8K
1360,Rare Bears NFT - Official,ETH,597.56,1.99%,-16.55%,0.26,1.5K,2.3K
1361,Zapper - Season 1 Edition,ETH,597.04,92.75%,26.28%,< 0.01,56.5K,5
1362,The Family Mooks by Doodle Labs,ETH,596.93,90.00%,79.27%,0.08,1.6K,3.7K
1363,ACK EDITIONS,ETH,595.47,null,-16.14%,---,99,12
1364,Ethlings,ETH,595.46,null,-82.95%,< 0.01,1.1K,7.9K
1365,Rumble Kong League Sneakers,ETH,594.16,null,-28.74%,0.11,1.5K,3.1K
1366,COMMENT OUT by Kevin Abosch,ETH,593.54,20.41%,null,---,287,511
1367,Good Vibrations by Aluan Wang,ETH,593.52,-100.00%,257.50%,0.15,649,1.0K
1368,Terra Nullius V2,ETH,593.43,517.44%,-20.79%,0.05,1.4K,4.0K
1369,The Nifty Portal,ETH,593.32,-38.28%,-12.03%,0.12,4.8K,1
1370,CryptoTrunks,ETH,591.81,-100.00%,-74.11%,0.03,11.5K,23.5K
1371,CryptoJaks,ETH,590.49,null,-100.00%,---,375,1.1K
1372,Nobody .,ETH,590.08,null,-52.24%,0.03,1.2K,3.2K
1373,bitGANs,ETH,590.05,null,-51.71%,0.94,288,516
1374,PROOF OF {ART}WORK,ETH,586.86,null,null,4.99,43,70
1375,WrappedEtherWaifu,ETH,583.71,null,null,0.62,265,692
1376,Egg Heads Club,ETH,583.17,-60.51%,-68.30%,0.07,1.7K,3.5K
1377,Tokenmon,ETH,583.05,-100.00%,239.45%,< 0.01,2.0K,10.4K
1378,GENESIS HAPE,ETH,582.74,-100.00%,15.00%,28,38,43
1379,Exclusible Alpha,ETH,582.64,-29.04%,-50.23%,0.27,1.2K,3.0K
1380,Influence Crew,ETH,582.4,59.25%,194.30%,0.13,1.2K,7.8K
1381,Scholarz,ETH,581.36,533.86%,14.63%,---,389,2.5K
1382,Generative Alchemy Lab (Genesis Apes),ETH,581.01,207.23%,207.88%,0.01,1.3K,3.5K
1383,Age of Zen Heroes,KLAY,"1,521,184.10",-11.22%,-1.15%,159,2.4K,7.8K
1384,WavesOnChain,ETH,578.44,-100.00%,null,---,424,1.0K
1385,50 Playgrounds,ETH,578.15,null,null,---,58,150
1386,Kinesis Art,ETH,577.87,-100.00%,2950.00%,< 0.01,2.0K,5.2K
1387,REDLIONEYE GAZETTE,ETH,576.8,null,159.74%,0.02,1.6K,3.9K
1388,Cunning Foxes,ETH,575.09,-91.68%,30.07%,0.02,3.9K,8.9K
1389,Sugar (Genesis),ETH,574.46,null,-83.44%,0.32,888,7
1390,Ability Score,ETH,570.39,null,null,0.02,1.8K,6.0K
1391,DAO Turtles,ETH,570.32,null,null,---,2.7K,9.9K
1392,Steve Aoki,ETH,569.65,-100.00%,96.72%,0.12,963,2.9K
1393,Crypto Hasbulla,ETH,569.35,-74.07%,153.18%,0.24,819,1.7K
1394,XOiD Fleet 001,ETH,568.62,208.41%,-2.83%,0.29,1.5K,4.4K
1395,CHILL RX,ETH,566.75,-25.46%,-63.39%,0.05,4.0K,9.9K
1396,Gravity 12 by Jimmy Herdberg,ETH,566.04,null,-100.00%,---,339,512
1397,POAP,ETH,564.8,66.90%,115.35%,0.02,21.4K,34.6K
1398,Crypto Bears - By CBS,ETH,564.03,-33.51%,-44.48%,0.04,3.8K,6.7K
1399,Mutant Floki by Will Jack,ETH,564.01,559.16%,-22.42%,0.06,1.7K,4.2K
1400,CryptoMonkz - Official,ETH,563.43,81.30%,2.28%,0.17,1.2K,3.3K
1401,Loot: Explorers,ETH,563.06,-74.70%,54.51%,0.05,2.4K,8.0K
1402,Drawshop Kingdom Reverse,KLAY,"1,479,445.78",-7.19%,-46.96%,15,1.2K,14.2K
1403,MetaSniper,ETH,562.67,-100.00%,-26.25%,0.99,347,347
1404,DeNations,ETH,561.52,120.39%,157.55%,< 0.01,1.3K,196
1405,STRAWBERRY.WTF,ETH,560.36,-100.00%,-81.60%,0.02,3.4K,10.0K
1406,3LAND WORLD,ETH,559.34,7.14%,502.27%,---,172,241
1407,Art by Gabe Weis,ETH,558.72,-43.65%,425.26%,0.32,600,108
1408,Marine Marauderz 2D,ETH,558.27,71.78%,-15.53%,0.02,2.7K,7.8K
1409,Skelet Guys,ETH,557.46,-45.45%,21.16%,0.04,2.2K,5.0K
1410,Snoop Dogg - B.O.D.R,ETH,556.67,28.21%,24.79%,1.75,1.0K,1
1411,Mutant Ape Planet,ETH,556.36,128.40%,-58.52%,0.03,3.9K,6.8K
1412,Eternal Royals Official,ETH,556.06,-27.99%,-29.85%,0.03,2.1K,9.2K
1413,lil Brains WRLD,ETH,555.73,-92.04%,177.77%,0.03,2.8K,7.8K
1414,Gamete,ETH,555.24,null,-100.00%,---,141,214
1415,Justin Aversano - Smoke and Mirrors - Physical Tarot Scrolls,ETH,554.11,-100.00%,-5.43%,4,197,240
1416,Forgotten Souls,ETH,553.89,null,-31.82%,---,341,593
1417,Pascal Boyart,ETH,553.63,null,null,6.69,75,113
1418,Characters (for Adventurers),ETH,553.55,null,-100.00%,0.01,2.5K,7.2K
1419,Digital Objects Artwork,ETH,553.08,null,null,---,77,154
1420,Meta Penguin Island,ETH,552.62,242.60%,1.35%,0.04,2.2K,3.6K
1421,Divine Wolves NFTs,ETH,551.08,155.82%,-91.18%,0.03,2.0K,3.8K
1422,Autology by steganon,ETH,550.87,null,165.12%,0.27,641,1.0K
1423,Messengers by Alexis Andr̩,ETH,548.9,null,null,1,159,350
1424,MetaRim,ETH,548.23,-100.00%,-62.98%,0.03,813,2.4K
1425,Free Guys Official,ETH,547.39,-50.39%,-72.47%,< 0.01,3.3K,6.8K
1426,Rowdy Roos,ETH,547.35,30.80%,48.29%,0.04,4.1K,10.0K
1427,Lamb Duhs,ETH,547.14,1.69%,-55.71%,0.04,2.6K,8.5K
1428,OctoHedz Reloaded,ETH,545.64,13.64%,7.62%,0.02,1.9K,8.0K
1429,The Waifu Genesis Card Collection,ETH,545.42,-100.00%,-4.38%,0.08,498,68
1430,DigitalaxGenesis,ETH,544.59,null,null,---,49,505
1431,Fvckrender,ETH,538.69,-100.00%,12.50%,1.1,291,1.0K
1432,HUXLEY Genesis,ETH,538.53,null,-22.26%,---,194,10
1433,Save the Martians,ETH,536.26,-39.33%,39.68%,< 0.01,4.0K,14.2K
